"i","pos_x","pos_y"
4262,-58.5128969,-34.6418838
4263,-58.5118888,-34.6409562
4264,-58.5111934,-34.6403204
4265,-58.5171946,-34.6558842
4266,-58.5185419,-34.6548431
4267,-58.5197189,-34.6539438
4268,-58.5260103,-34.6517495
4269,-58.5254559,-34.6521734
4270,-58.5242665,-34.653078
4271,-58.5236792,-34.6535307
4272,-58.5230756,-34.6540017
4273,-58.5225602,-34.6544073
4274,-58.5225058,-34.6544501
4275,-58.5219695,-34.6548631
4276,-58.5218551,-34.6549335
4277,-58.5217138,-34.6550142
4278,-58.5201083,-34.6562389
4279,-58.5187515,-34.6572712
4280,-58.5164149,-34.6590615
4281,-58.5153151,-34.6598826
4282,-58.5233883,-34.649278
4283,-58.5228321,-34.6497053
4284,-58.5209856,-34.6511046
4285,-58.5198538,-34.651964
4286,-58.5197966,-34.6520074
4287,-58.5192692,-34.6524004
4288,-58.5187683,-34.6527828
4289,-58.5186339,-34.6528896
4290,-58.518186,-34.6532432
4291,-58.5155541,-34.6563599
4292,-58.5166948,-34.6554416
4293,-58.5180392,-34.6544059
4294,-58.5191967,-34.6537106
4295,-58.5193863,-34.653572
4296,-58.5238989,-34.6559036
4297,-58.5225047,-34.6569467
4298,-58.522362,-34.6570525
4299,-58.522244,-34.6571402
4300,-58.5211008,-34.6580076
4301,-58.5204085,-34.6585389
4302,-58.5182687,-34.6601633
4303,-58.5182127,-34.6602072
4304,-58.517474,-34.6538149
4305,-58.5174545,-34.6537309
4306,-58.5172223,-34.6534856
4307,-58.5218191,-34.6567608
4308,-58.5217777,-34.6567931
4309,-58.5214592,-34.6565092
4310,-58.5210573,-34.6561568
4311,-58.519936,-34.6569936
4312,-58.5205044,-34.6565791
4313,-58.5223509,-34.6551708
4314,-58.5217574,-34.656289
4315,-58.5221223,-34.6566126
4316,-58.5213673,-34.6571088
4317,-58.5212306,-34.6572131
4318,-58.5208009,-34.6575629
4319,-58.5207008,-34.6576452
4320,-58.520559,-34.6577544
4321,-58.5204747,-34.6578195
4322,-58.5203942,-34.6578819
4323,-58.5198863,-34.6582627
4324,-58.5178195,-34.6598602
4325,-58.5175401,-34.6600657
4326,-58.5167221,-34.6606995
4327,-58.5200966,-34.6574543
4328,-58.519475,-34.6579302
4329,-58.517164,-34.6597328
4330,-58.5161369,-34.6605314
4331,-58.5157225,-34.6608616
4332,-58.5155992,-34.6609148
4333,-58.5192876,-34.6555351
4334,-58.5207513,-34.6544325
4335,-58.5181594,-34.6545151
4336,-58.5145662,-34.659181
4337,-58.5156313,-34.65836
4338,-58.5179747,-34.6565807
4339,-58.5184658,-34.6562013
4340,-58.5191266,-34.6576222
4341,-58.5168063,-34.6594101
4342,-58.51572,-34.6602298
4343,-58.5151942,-34.651851
4344,-58.5151767,-34.6517497
4345,-58.5151282,-34.6516691
4346,-58.497483,-34.6328553
4347,-58.4976327,-34.6327499
4348,-58.4982048,-34.6323195
4349,-58.4982856,-34.6322579
4350,-58.4983505,-34.6322083
4351,-58.499206,-34.631555
4352,-58.4943183,-34.6331782
4353,-58.4943322,-34.6331089
4354,-58.4945124,-34.6321892
4355,-58.494538,-34.6320681
4356,-58.5269895,-34.6189076
4357,-58.5265521,-34.6185185
4358,-58.526103,-34.6181289
4359,-58.5256768,-34.6177564
4360,-58.5252523,-34.6173759
4361,-58.5250593,-34.6172118
4362,-58.5242898,-34.6165302
4363,-58.5242233,-34.6164674
4364,-58.5238546,-34.616142
4365,-58.5236153,-34.6159282
4366,-58.5234974,-34.6158266
4367,-58.5205019,-34.6208705
4368,-58.5207293,-34.6211142
4369,-58.5207587,-34.6211569
4370,-58.5207715,-34.6212005
4371,-58.5207515,-34.621255
4372,-58.5207095,-34.6212989
4373,-58.5196265,-34.6214105
4374,-58.5195647,-34.6214545
4375,-58.5188941,-34.6219348
4376,-58.5179249,-34.6226791
4377,-58.5178923,-34.6227043
4378,-58.5174496,-34.6230425
4379,-58.5167663,-34.6235608
4380,-58.5162439,-34.6239794
4381,-58.5157142,-34.6243983
4382,-58.5151901,-34.6247815
4383,-58.5146282,-34.6251866
4384,-58.5140948,-34.6255919
4385,-58.5136191,-34.62594
4386,-58.5135599,-34.6259825
4387,-58.5134948,-34.6260279
4388,-58.5131121,-34.6263134
4389,-58.5125788,-34.6266655
4390,-58.5125083,-34.6267203
4391,-58.5124386,-34.6267746
4392,-58.5123384,-34.6268442
4393,-58.5122724,-34.62689
4394,-58.5112652,-34.6276314
4395,-58.5111872,-34.6276888
4396,-58.5111148,-34.6277439
4397,-58.5102531,-34.6283916
4398,-58.5101742,-34.6284492
4399,-58.5101051,-34.6284996
4400,-58.5091577,-34.6292077
4401,-58.5081463,-34.6299683
4402,-58.507204,-34.6306775
4403,-58.5022195,-34.6327818
4404,-58.5023362,-34.6327519
4405,-58.5024479,-34.6327272
4406,-58.5189268,-34.6133886
4407,-58.5193852,-34.6138572
4408,-58.5194844,-34.6139593
4409,-58.5199385,-34.6143837
4410,-58.5202952,-34.6147348
4411,-58.5206559,-34.6151057
4412,-58.5207336,-34.6151855
4413,-58.5212275,-34.6156487
4414,-58.5295558,-34.6247018
4415,-58.5286869,-34.6239223
4416,-58.5276065,-34.622944
4417,-58.5267619,-34.6221872
4418,-58.5265866,-34.6220301
4419,-58.5261563,-34.6216405
4420,-58.5257326,-34.6212441
4421,-58.5163565,-34.6142168
4422,-58.5164137,-34.6142749
4423,-58.5166572,-34.6145098
4424,-58.5175875,-34.6153854
4425,-58.5179023,-34.6156802
4426,-58.5181796,-34.6159388
4427,-58.5184569,-34.6161975
4428,-58.51889,-34.6166129
4429,-58.5192812,-34.6169741
4430,-58.5200214,-34.6176835
4431,-58.5201257,-34.6177835
4432,-58.5205124,-34.6181408
4433,-58.5206828,-34.6183053
4434,-58.5190724,-34.6195123
4435,-58.5191771,-34.6196097
4436,-58.5195269,-34.6199562
4437,-58.5130536,-34.6167199
4438,-58.5131184,-34.6167788
4439,-58.5136513,-34.6172637
4440,-58.5143321,-34.6178688
4441,-58.5149475,-34.6184222
4442,-58.5150143,-34.6184811
4443,-58.515557,-34.6189603
4444,-58.5157,-34.6190805
4445,-58.5164177,-34.6197216
4446,-58.5165385,-34.6198221
4447,-58.5168077,-34.6200646
4448,-58.5169506,-34.6202002
4449,-58.5147886,-34.6153975
4450,-58.515443,-34.6160059
4451,-58.5160398,-34.61658
4452,-58.5163346,-34.6168654
4453,-58.5166244,-34.6171439
4454,-58.5173296,-34.6178318
4455,-58.5176989,-34.6182031
4456,-58.5185428,-34.618993
4457,-58.5221818,-34.6211031
4458,-58.5217757,-34.6207113
4459,-58.5213438,-34.6203005
4460,-58.5208704,-34.6198449
4461,-58.5208486,-34.6198234
4462,-58.52038,-34.6193768
4463,-58.5198723,-34.6188892
4464,-58.5266441,-34.626193
4465,-58.5265811,-34.6261799
4466,-58.5261562,-34.6260945
4467,-58.5260998,-34.626083
4468,-58.5260618,-34.6260749
4469,-58.5256277,-34.6259819
4470,-58.5255514,-34.6259653
4471,-58.5254721,-34.6259492
4472,-58.5249492,-34.6258406
4473,-58.5238034,-34.6256026
4474,-58.5237387,-34.6255891
4475,-58.5236618,-34.625573
4476,-58.5231843,-34.6254732
4477,-58.5231311,-34.625462
4478,-58.523061,-34.6254474
4479,-58.5226434,-34.6253601
4480,-58.5225206,-34.6253344
4481,-58.5130671,-34.6202958
4482,-58.5135585,-34.6207324
4483,-58.5142929,-34.6213642
4484,-58.5148285,-34.6218299
4485,-58.509862,-34.6192065
4486,-58.5111648,-34.6202876
4487,-58.5121112,-34.6210548
4488,-58.512621,-34.6214637
4489,-58.5132546,-34.6219946
4490,-58.5139051,-34.622532
4491,-58.5174171,-34.6276471
4492,-58.5173393,-34.6275785
4493,-58.5165534,-34.6268877
4494,-58.5164493,-34.6267965
4495,-58.5156778,-34.6261106
4496,-58.5151397,-34.6256415
4497,-58.5147599,-34.6253043
4498,-58.513687,-34.6242952
4499,-58.5129163,-34.6235766
4500,-58.512754,-34.6234243
4501,-58.4932997,-34.6131939
4502,-58.4937277,-34.6134228
4503,-58.494146,-34.6136414
4504,-58.4946604,-34.6139054
4505,-58.4949157,-34.6140414
4506,-58.4955699,-34.6143799
4507,-58.4966252,-34.6149419
4508,-58.4967957,-34.6150394
4509,-58.5170178,-34.6329755
4510,-58.5168681,-34.6328332
4511,-58.5162534,-34.6322488
4512,-58.5161772,-34.6321764
4513,-58.5044873,-34.6232602
4514,-58.5045621,-34.623307
4515,-58.5051508,-34.623845
4516,-58.5057752,-34.6244482
4517,-58.5069748,-34.6255705
4518,-58.5138258,-34.6335387
4519,-58.5138105,-34.6334639
4520,-58.5137885,-34.6333971
4521,-58.5024416,-34.624839
4522,-58.503648,-34.625938
4523,-58.5037291,-34.6260126
4524,-58.5037972,-34.6260715
4525,-58.5048668,-34.6270299
4526,-58.5048937,-34.627054
4527,-58.5049619,-34.6271151
4528,-58.5050282,-34.6271739
4529,-58.5055447,-34.627632
4530,-58.506313,-34.6283141
4531,-58.507254,-34.6291633
4532,-58.5090883,-34.630807
4533,-58.5101101,-34.6317189
4534,-58.5109575,-34.6324646
4535,-58.5109853,-34.6324891
4536,-58.5110488,-34.6325449
4537,-58.5113949,-34.6344085
4538,-58.5113225,-34.6343431
4539,-58.5108312,-34.6339164
4540,-58.5107901,-34.6338807
4541,-58.510729,-34.6338277
4542,-58.5050213,-34.6323087
4543,-58.5041432,-34.6314943
4544,-58.5031833,-34.6306101
4545,-58.5015412,-34.6318249
4546,-58.5003092,-34.6307261
4547,-58.4913529,-34.626785
4548,-58.4920912,-34.627112
4549,-58.4906383,-34.6425444
4550,-58.4907409,-34.6425483
4551,-58.4908368,-34.6425543
4552,-58.4909602,-34.6425635
4553,-58.4910339,-34.642572
4554,-58.4924299,-34.6427787
4555,-58.4936706,-34.6429169
4556,-58.4939015,-34.6429445
4557,-58.4952091,-34.6431411
4558,-58.4953794,-34.6431671
4559,-58.4967596,-34.6433756
4560,-58.4968605,-34.6433859
4561,-58.4952409,-34.6448988
4562,-58.4951136,-34.6449274
4563,-58.495015,-34.6449441
4564,-58.4948473,-34.6449602
4565,-58.5186453,-34.640366
4566,-58.5185321,-34.6414725
4567,-58.5184771,-34.6420462
4568,-58.518437,-34.64245
4569,-58.5183712,-34.6430183
4570,-58.5183272,-34.6434111
4571,-58.5178815,-34.6442198
4572,-58.5178435,-34.6442706
4573,-58.5158621,-34.6406441
4574,-58.5158929,-34.6407075
4575,-58.5159036,-34.6407894
4576,-58.5157192,-34.641505
4577,-58.51558,-34.6420283
4578,-58.5155221,-34.6422576
4579,-58.4994925,-34.6467968
4580,-58.5000623,-34.6463331
4581,-58.5006584,-34.6458612
4582,-58.5012685,-34.645339
4583,-58.5116822,-34.6159095
4584,-58.5113543,-34.6162485
4585,-58.5110546,-34.6165597
4586,-58.5107505,-34.6168747
4587,-58.5098388,-34.6178003
4588,-58.5035265,-34.6185864
4589,-58.5033123,-34.6190483
4590,-58.5031996,-34.6193185
4591,-58.5030367,-34.6196803
4592,-58.5025841,-34.6207862
4593,-58.5020952,-34.6184099
4594,-58.5017699,-34.6191214
4595,-58.5012722,-34.6202087
4596,-58.5009084,-34.6210026
4597,-58.5007667,-34.6213097
4598,-58.500272,-34.6224138
4599,-58.4998539,-34.6234474
4600,-58.4995984,-34.6240161
4601,-58.4993393,-34.62459
4602,-58.4988427,-34.6257192
4603,-58.4983456,-34.626849
4604,-58.497914,-34.6277919
4605,-58.5058541,-34.6222449
4606,-58.5050548,-34.6218812
4607,-58.4890817,-34.6154513
4608,-58.490095,-34.6163063
4609,-58.4908383,-34.6169485
4610,-58.4915717,-34.6175806
4611,-58.4924253,-34.6183026
4612,-58.4925714,-34.6184262
4613,-58.4932994,-34.6190466
4614,-58.4934452,-34.6191708
4615,-58.4943782,-34.619948
4616,-58.4962668,-34.6284128
4617,-58.4963486,-34.6282363
4618,-58.4965404,-34.6276929
4619,-58.4943602,-34.6290912
4620,-58.4947458,-34.6282438
4621,-58.4952476,-34.6271373
4622,-58.4930869,-34.6282521
4623,-58.4933621,-34.6276486
4624,-58.5298247,-34.627035
4625,-58.5294947,-34.6268596
4626,-58.529383,-34.6268021
4627,-58.5289637,-34.6265768
4628,-58.5288725,-34.6265299
4629,-58.5191363,-34.6194236
4630,-58.5190964,-34.6194657
4631,-58.519049,-34.6195642
4632,-58.5190165,-34.6196072
4633,-58.5187342,-34.619816
4634,-58.5183734,-34.6200642
4635,-58.5182683,-34.6200936
4636,-58.4999347,-34.6318073
4637,-58.4998688,-34.6318631
4638,-58.4997426,-34.6319655
4639,-58.4834428,-34.6494873
4640,-58.4835133,-34.6493627
4641,-58.4840327,-34.6484211
4642,-58.4840674,-34.6481592
4643,-58.4840957,-34.6479702
4644,-58.4841154,-34.6478079
4645,-58.4841181,-34.6477721
4646,-58.484141,-34.6474743
4647,-58.4841437,-34.6474393
4648,-58.4841454,-34.6474176
4649,-58.4841494,-34.6473653
4650,-58.4841562,-34.6472774
4651,-58.4841568,-34.647269
4652,-58.4841655,-34.6471558
4653,-58.4841674,-34.6471307
4654,-58.4841701,-34.6470961
4655,-58.4841715,-34.6470776
4656,-58.4841997,-34.6467105
4657,-58.4750915,-34.6390384
4658,-58.4753144,-34.6385054
4659,-58.4753364,-34.6384563
4660,-58.4753562,-34.6384123
4661,-58.4759336,-34.6371238
4662,-58.4763741,-34.6361342
4663,-58.4763949,-34.6360874
4664,-58.4764211,-34.6360291
4665,-58.4768099,-34.6351638
4666,-58.477254,-34.6341588
4667,-58.4778236,-34.6328822
4668,-58.4938992,-34.6247649
4669,-58.4935902,-34.6245112
4670,-58.493384,-34.6243419
4671,-58.4931701,-34.6241663
4672,-58.4929967,-34.6240239
4673,-58.4929316,-34.6239704
4674,-58.4928835,-34.6239309
4675,-58.4926904,-34.6237724
4676,-58.4924764,-34.6235967
4677,-58.4922638,-34.6234222
4678,-58.4920244,-34.6232256
4679,-58.4722983,-34.6137742
4680,-58.4725214,-34.6138497
4681,-58.4726639,-34.6139239
4682,-58.4736289,-34.6144269
4683,-58.4747763,-34.6164567
4684,-58.4753757,-34.6167709
4685,-58.4933911,-34.6136985
4686,-58.4933362,-34.6137462
4687,-58.4789054,-34.6200738
4688,-58.4796436,-34.6204507
4689,-58.5003181,-34.6196905
4690,-58.500303,-34.6196291
4691,-58.5002715,-34.6195742
4692,-58.5001623,-34.6194844
4693,-58.4999215,-34.619288
4694,-58.4993842,-34.6188389
4695,-58.4984769,-34.6180885
4696,-58.4908686,-34.6326706
4697,-58.4909624,-34.6327326
4698,-58.4910507,-34.632759
4699,-58.4918632,-34.6328675
4700,-58.491929,-34.6328731
4701,-58.4920086,-34.6328845
4702,-58.4928044,-34.6329842
4703,-58.4928916,-34.6329956
4704,-58.4929893,-34.6330084
4705,-58.4934898,-34.6330687
4706,-58.4942169,-34.6331642
4707,-58.4944218,-34.6331942
4708,-58.4956584,-34.6333491
4709,-58.4957823,-34.6333663
4710,-58.4958828,-34.6333794
4711,-58.4971554,-34.6335421
4712,-58.4972515,-34.6335513
4713,-58.4989805,-34.6325335
4714,-58.4988967,-34.6327607
4715,-58.4987273,-34.6336609
4716,-58.4987122,-34.6337419
4717,-58.4986981,-34.6338175
4718,-58.4984831,-34.6348647
4719,-58.4984688,-34.634939
4720,-58.5019226,-34.6329218
4721,-58.5017259,-34.6328912
4722,-58.501292,-34.6328409
4723,-58.5005014,-34.6327376
4724,-58.5004102,-34.6327259
4725,-58.4712292,-34.6425115
4726,-58.4712634,-34.6423971
4727,-58.4716263,-34.641582
4728,-58.4720619,-34.640578
4729,-58.4720926,-34.6405067
4730,-58.4721202,-34.6404428
4731,-58.4724796,-34.6395887
4732,-58.4725555,-34.63943
4733,-58.4730026,-34.6384348
4734,-58.4733499,-34.6376255
4735,-58.473464,-34.6373583
4736,-58.4734836,-34.6373138
4737,-58.4735036,-34.6372696
4738,-58.4738994,-34.6363848
4739,-58.4743149,-34.635433
4740,-58.4743498,-34.635358
4741,-58.4743618,-34.6352854
4742,-58.4743673,-34.6352414
4743,-58.4743786,-34.6351712
4744,-58.4743883,-34.6351088
4745,-58.4750621,-34.6336473
4746,-58.4754904,-34.6326722
4747,-58.4756513,-34.6323465
4748,-58.4983011,-34.6330716
4749,-58.4981715,-34.6330373
4750,-58.497606,-34.6328875
4751,-58.4974093,-34.6328355
4752,-58.4960593,-34.6324713
4753,-58.4959662,-34.632447
4754,-58.4958794,-34.6324259
4755,-58.4946336,-34.6320936
4756,-58.494454,-34.6320456
4757,-58.4937708,-34.6318633
4758,-58.4931983,-34.6317104
4759,-58.488445,-34.6341588
4760,-58.4887802,-34.6333996
4761,-58.4899582,-34.6338519
4762,-58.4899759,-34.6337939
4763,-58.4900551,-34.6334815
4764,-58.4900985,-34.6333028
4765,-58.4901053,-34.6332631
4766,-58.4706772,-34.6284243
4767,-58.472246,-34.6288503
4768,-58.4877211,-34.6296849
4769,-58.4885997,-34.6304472
4770,-58.4893323,-34.6310733
4771,-58.4893873,-34.6311203
4772,-58.4180075,-34.5894904
4773,-58.4181135,-34.5896149
4774,-58.4181697,-34.589687
4775,-58.4183754,-34.5899424
4776,-58.4188993,-34.5906023
4777,-58.4189992,-34.5907282
4778,-58.4190385,-34.5908336
4779,-58.4508056,-34.5993547
4780,-58.4506867,-34.5993951
4781,-58.4497197,-34.5997102
4782,-58.4494197,-34.5998105
4783,-58.4841279,-34.6613204
4784,-58.4832183,-34.6607104
4785,-58.4352467,-34.5532116
4786,-58.4352776,-34.5532573
4787,-58.4352911,-34.5533082
4788,-58.4352922,-34.5533474
4789,-58.3754499,-34.5962423
4790,-58.3754746,-34.5961128
4791,-58.3752263,-34.6033089
4792,-58.3752738,-34.6022101
4793,-58.3753355,-34.6010509
4794,-58.3753744,-34.599946
4795,-58.3753703,-34.5998665
4796,-58.375365,-34.5998002
4797,-58.3753626,-34.5992944
4798,-58.3753683,-34.5986727
4799,-58.3754015,-34.5974893
4800,-58.3735331,-34.6080362
4801,-58.3735266,-34.6081035
4802,-58.3735061,-34.6082778
4803,-58.3735029,-34.6082917
4804,-58.3734962,-34.6083049
4805,-58.3734888,-34.608317
4806,-58.3734781,-34.6083298
4807,-58.373464,-34.6083419
4808,-58.3734393,-34.6083603
4809,-58.3715647,-34.6311449
4810,-58.3715902,-34.6310421
4811,-58.3716126,-34.6309998
4812,-58.3716412,-34.6309689
4813,-58.3717433,-34.6309051
4814,-58.3719547,-34.6307796
4815,-58.3764185,-34.6081154
4816,-58.3763743,-34.6086962
4817,-58.3659425,-34.6226661
4818,-58.3661353,-34.6226731
4819,-58.3664716,-34.6226856
4820,-58.3684584,-34.6194161
4821,-58.3673596,-34.6193293
4822,-58.3669151,-34.6214673
4823,-58.3669192,-34.6214284
4824,-58.3670331,-34.6204933
4825,-58.3953536,-34.6277761
4826,-58.3955262,-34.6267661
4827,-58.4411357,-34.6336558
4828,-58.4413987,-34.6336032
4829,-58.4417725,-34.6335714
4830,-58.44188,-34.6335674
4831,-58.4419215,-34.6335658
4832,-58.4080964,-34.6321398
4833,-58.4078726,-34.632115
4834,-58.407118,-34.6319918
4835,-58.4062338,-34.6318563
4836,-58.4047703,-34.6316373
4837,-58.4032627,-34.631409
4838,-58.4022688,-34.6312526
4839,-58.4021064,-34.6312247
4840,-58.4430029,-34.6417183
4841,-58.4425378,-34.6416007
4842,-58.3952109,-34.6339803
4843,-58.3963506,-34.6342557
4844,-58.3978634,-34.634504
4845,-58.3948093,-34.6239721
4846,-58.3959847,-34.6242624
4847,-58.3960408,-34.6243157
4848,-58.3974974,-34.6244614
4849,-58.3991048,-34.6246111
4850,-58.4095078,-34.6335024
4851,-58.4080019,-34.6331156
4852,-58.4108588,-34.6301269
4853,-58.410935,-34.6289672
4854,-58.4167622,-34.6354049
4855,-58.4167004,-34.6341504
4856,-58.4166434,-34.6328175
4857,-58.404962,-34.6303769
4858,-58.403401,-34.6302382
4859,-58.4022363,-34.6301372
4860,-58.4008703,-34.6300217
4861,-58.4460981,-34.6444646
4862,-58.445798,-34.6441997
4863,-58.4456799,-34.6440954
4864,-58.4456483,-34.6440676
4865,-58.3932006,-34.6274334
4866,-58.3933239,-34.6265501
4867,-58.393477,-34.6253629
4868,-58.3935775,-34.624282
4869,-58.393588,-34.624221
4870,-58.3935947,-34.6241736
4871,-58.3813423,-34.6307387
4872,-58.3819479,-34.6307841
4873,-58.3822939,-34.6308203
4874,-58.382517,-34.6308437
4875,-58.3826715,-34.6308599
4876,-58.3955639,-34.6406372
4877,-58.3961552,-34.6390495
4878,-58.3962977,-34.6386856
4879,-58.39642,-34.6383534
4880,-58.3965866,-34.6379258
4881,-58.3909323,-34.6293313
4882,-58.3900562,-34.6291661
4883,-58.3892947,-34.6290273
4884,-58.3880935,-34.628817
4885,-58.3914861,-34.6306571
4886,-58.3914214,-34.6306434
4887,-58.3907647,-34.6305102
4888,-58.3877222,-34.6324709
4889,-58.3889132,-34.6325336
4890,-58.3905243,-34.6326698
4891,-58.3882876,-34.6271507
4892,-58.3811197,-34.636902
4893,-58.3812333,-34.6336335
4894,-58.3812638,-34.6330804
4895,-58.3813914,-34.628992
4896,-58.3827652,-34.629041
4897,-58.383142,-34.6335635
4898,-58.3830524,-34.6335056
4899,-58.382563,-34.6331895
4900,-58.3894743,-34.6340191
4901,-58.3888948,-34.635272
4902,-58.3884836,-34.6361001
4903,-58.3898607,-34.6406269
4904,-58.3895722,-34.6406325
4905,-58.3881655,-34.6406598
4906,-58.3867301,-34.6407135
4907,-58.3868057,-34.6418919
4908,-58.3882343,-34.6418473
4909,-58.3897654,-34.6418058
4910,-58.3902372,-34.6356228
4911,-58.3898108,-34.6355161
4912,-58.3867309,-34.6356695
4913,-58.3873572,-34.6358361
4914,-58.3865584,-34.6370133
4915,-58.386722,-34.6370447
4916,-58.3868582,-34.6370757
4917,-58.3878932,-34.6373108
4918,-58.3888795,-34.6375443
4919,-58.3900642,-34.6378207
4920,-58.372644,-34.6488016
4921,-58.3726458,-34.6487824
4922,-58.3727699,-34.6481491
4923,-58.3895165,-34.642921
4924,-58.3882719,-34.6429688
4925,-58.3869776,-34.643031
4926,-58.386855,-34.6430396
4927,-58.3885137,-34.6467836
4928,-58.3877236,-34.6467481
4929,-58.3865769,-34.6467
4930,-58.386536,-34.6466961
4931,-58.386487,-34.64669
4932,-58.3864481,-34.6466834
4933,-58.3864066,-34.6466735
4934,-58.3861189,-34.6466001
4935,-58.3857397,-34.6465123
4936,-58.3850288,-34.6463478
4937,-58.3839211,-34.646087
4938,-58.3831806,-34.6459074
4939,-58.387278,-34.6523497
4940,-58.3873245,-34.6516198
4941,-58.3873706,-34.6509565
4942,-58.3873743,-34.6508836
4943,-58.3833743,-34.647643
4944,-58.382852,-34.649138
4945,-58.3825772,-34.6498838
4946,-58.382553,-34.6499565
4947,-58.3820587,-34.6514652
4948,-58.3816548,-34.6525396
4949,-58.3823175,-34.6473819
4950,-58.3817765,-34.6488716
4951,-58.3815084,-34.6496834
4952,-58.3863382,-34.6523117
4953,-58.3850488,-34.6522074
4954,-58.383134,-34.6517136
4955,-58.3809895,-34.6511889
4956,-58.3798905,-34.6509053
4957,-58.3791381,-34.6507083
4958,-58.3777488,-34.6503666
4959,-58.377496,-34.6503188
4960,-58.3766707,-34.6501961
4961,-58.3791667,-34.6532414
4962,-58.3792463,-34.6527174
4963,-58.3793429,-34.6492697
4964,-58.3793367,-34.6492144
4965,-58.3793453,-34.6491666
4966,-58.379646,-34.6483368
4967,-58.3801543,-34.646867
4968,-58.3804517,-34.6459908
4969,-58.3804772,-34.6459016
4970,-58.3804932,-34.6458412
4971,-58.3805059,-34.6457878
4972,-58.3805144,-34.6457449
4973,-58.3805219,-34.6456863
4974,-58.3805272,-34.6456408
4975,-58.3805394,-34.6453358
4976,-58.3779256,-34.6539356
4977,-58.3782764,-34.6530197
4978,-58.3783747,-34.652766
4979,-58.3784643,-34.6525209
4980,-58.3787339,-34.6518075
4981,-58.3796034,-34.6494376
4982,-58.3796055,-34.6450996
4983,-58.3790774,-34.6465967
4984,-58.3793466,-34.6436446
4985,-58.3793922,-34.6430973
4986,-58.3793993,-34.6430114
4987,-58.3794006,-34.6429661
4988,-58.3794016,-34.6429386
4989,-58.3764406,-34.6475467
4990,-58.3770488,-34.6458567
4991,-58.3868679,-34.6481528
4992,-58.3867093,-34.6495454
4993,-58.3865676,-34.6506547
4994,-58.3864501,-34.6467369
4995,-58.3864294,-34.64677
4996,-58.3864113,-34.646802
4997,-58.3863958,-34.6468406
4998,-58.3863851,-34.6468754
4999,-58.3861605,-34.6481138
5000,-58.3858927,-34.6494981
5001,-58.3857171,-34.6504929
5002,-58.3781413,-34.6421573
5003,-58.3754804,-34.6427002
5004,-58.375557,-34.6426735
5005,-58.375707,-34.6425869
5006,-58.3757767,-34.6425538
5007,-58.3759863,-34.6425246
5008,-58.3760635,-34.6425241
5009,-58.376095,-34.6425263
5010,-58.3761265,-34.6425318
5011,-58.3761553,-34.642539
5012,-58.3762003,-34.6425531
5013,-58.3762566,-34.6425718
5014,-58.376376,-34.642617
5015,-58.3765005,-34.642674
5016,-58.3885433,-34.6569229
5017,-58.38691,-34.6568386
5018,-58.3853307,-34.6567572
5019,-58.3833205,-34.6566552
5020,-58.3814579,-34.6565443
5021,-58.3808274,-34.6565042
5022,-58.3800052,-34.6564519
5023,-58.3838062,-34.6553834
5024,-58.3830341,-34.655194
5025,-58.3819813,-34.6549545
5026,-58.3807668,-34.654655
5027,-58.3766605,-34.6560507
5028,-58.3775124,-34.6538385
5029,-58.3952023,-34.6541896
5030,-58.3946343,-34.6541521
5031,-58.3940896,-34.6541167
5032,-58.3935454,-34.6540903
5033,-58.3690486,-34.6506151
5034,-58.3699513,-34.6509659
5035,-58.3880682,-34.6523943
5036,-58.3880165,-34.6531152
5037,-58.3879572,-34.6537976
5038,-58.3879205,-34.6544515
5039,-58.387891,-34.6548622
5040,-58.3758292,-34.6452423
5041,-58.3755603,-34.6463012
5042,-58.3753798,-34.6470117
5043,-58.3753623,-34.6470809
5044,-58.3753201,-34.6472469
5045,-58.3681935,-34.6473368
5046,-58.3695041,-34.6475705
5047,-58.3705269,-34.6477517
5048,-58.3716118,-34.6479439
5049,-58.3714936,-34.6485907
5050,-58.3703805,-34.6483802
5051,-58.3693739,-34.6481907
5052,-58.3730246,-34.6474092
5053,-58.3728945,-34.6474
5054,-58.3586684,-34.6417166
5055,-58.3604172,-34.6425631
5056,-58.3615246,-34.643079
5057,-58.3620249,-34.6433165
5058,-58.3752521,-34.6439835
5059,-58.3737213,-34.6436432
5060,-58.3686908,-34.643821
5061,-58.3688204,-34.6438413
5062,-58.3702069,-34.6441087
5063,-58.3717609,-34.6471557
5064,-58.37191,-34.6463819
5065,-58.3720857,-34.6454337
5066,-58.3724508,-34.6434355
5067,-58.3726692,-34.642322
5068,-58.3728121,-34.6414727
5069,-58.3730133,-34.6404455
5070,-58.3659279,-34.6414372
5071,-58.3673621,-34.6416814
5072,-58.3727011,-34.6368833
5073,-58.372889,-34.6359676
5074,-58.3730903,-34.6349694
5075,-58.3732824,-34.6340451
5076,-58.3734559,-34.6331113
5077,-58.3735777,-34.6325041
5078,-58.3727319,-34.6316149
5079,-58.3724874,-34.6329839
5080,-58.3653536,-34.6487217
5081,-58.3662836,-34.648282
5082,-58.3663516,-34.6482452
5083,-58.3663823,-34.6482233
5084,-58.3664112,-34.6481971
5085,-58.3664297,-34.6481739
5086,-58.3664463,-34.6481457
5087,-58.3664597,-34.6481117
5088,-58.3664702,-34.6480702
5089,-58.3664789,-34.6480191
5090,-58.3665257,-34.6476207
5091,-58.3667226,-34.6462723
5092,-58.3668389,-34.6454721
5093,-58.3669629,-34.6445697
